Date,AB01,AB02,AB03,AB04,AB05,AB06,AB07,AB08,AB09,AB10,SUM 
19-Aug-12,0,0,0,0,0,0,0,0,0,0,0
20-Aug-12,0,0,0,0,5,1,1,1,0,0,8
21-Aug-12,0,0,0,0,7,0,0,0,0,0,7
22-Aug-12,0,0,0,0,0,0,0,0,0,0,0
23-Aug-12,0,0,0,6,0,0,0,0,0,0,6
24-Aug-12,0,0,0,2,2,0,0,0,0,0,4
25-Aug-12,0,0,0,1,4,1,0,1,0,0,7
26-Aug-12,0,0,0,0,2,5,2,1,0,0,10
27-Aug-12,0,0,0,0,1,1,0,0,1,0,3
28-Aug-12,0,0,0,0,0,0,0,0,0,0,0
29-Aug-12,0,1,0,1,0,0,0,0,0,0,2
30-Aug-12,0,2,3,0,0,0,0,0,0,0,5
31-Aug-12,0,0,1,0,3,0,0,0,1,0,5
1-Sep-12,0,0,0,0,1,0,0,0,0,0,1
2-Sep-12,0,0,2,0,5,5,1,0,0,0,13
3-Sep-12,0,0,0,0,1,0,0,0,0,0,1
4-Sep-12,0,0,0,0,0,0,0,0,0,0,0
5-Sep-12,0,0,0,0,0,0,0,0,0,0,0
6-Sep-12,0,0,0,0,1,1,0,0,0,0,2
7-Sep-12,0,0,0,0,0,0,0,0,1,0,1
8-Sep-12,0,0,0,0,0,0,0,0,0,0,0
9-Sep-12,0,0,0,0,0,0,0,0,1,0,1
10-Sep-12,0,0,0,0,0,0,0,0,0,0,0
11-Sep-12,0,0,0,0,0,0,0,0,0,0,0
12-Sep-12,0,0,0,0,0,0,0,0,0,0,0
13-Sep-12,0,0,0,0,0,0,0,0,0,0,0
14-Sep-12,0,0,0,0,0,0,0,0,0,0,0
15-Sep-12,0,0,0,0,0,0,0,0,0,0,0
16-Sep-12,0,0,0,0,0,0,0,0,0,0,0
17-Sep-12,0,0,0,0,0,0,0,0,0,0,0
18-Sep-12,0,0,0,0,0,0,0,0,0,0,0
19-Sep-12,0,0,0,0,0,0,0,0,0,0,0
20-Sep-12,0,0,0,0,0,0,0,0,0,0,0
21-Sep-12,0,0,0,0,10,9,2,2,0,0,23
22-Sep-12,0,0,0,0,4,0,0,4,0,0,8
23-Sep-12,0,0,0,0,1,0,0,0,0,0,1
24-Sep-12,0,0,5,0,0,0,1,0,0,0,6
25-Sep-12,0,0,0,0,1,0,1,0,4,0,6
26-Sep-12,0,0,0,0,4,0,0,0,0,0,4
27-Sep-12,0,0,1,0,5,0,0,0,0,0,6
28-Sep-12,0,0,0,0,3,0,0,0,0,0,3
29-Sep-12,0,0,0,0,1,0,0,0,0,0,1
30-Sep-12,0,2,2,0,1,0,1,0,0,0,6
1-Oct-12,0,0,0,0,0,0,0,0,0,0,0
2-Oct-12,0,0,1,0,11,0,0,0,0,0,12
3-Oct-12,0,0,0,2,5,0,2,0,0,0,9
4-Oct-12,0,0,4,0,0,0,0,0,0,0,4
5-Oct-12,0,0,2,0,0,0,0,0,1,0,3
6-Oct-12,0,0,0,1,0,0,0,0,0,0,1
7-Oct-12,0,0,5,0,0,0,0,0,0,0,5
8-Oct-12,0,0,5,0,1,0,0,0,0,0,6
9-Oct-12,0,0,1,0,3,0,0,0,0,0,4
10-Oct-12,0,0,0,0,1,0,0,2,0,0,3
11-Oct-12,0,0,0,0,0,0,1,0,0,0,1
12-Oct-12,0,0,0,0,0,0,0,0,0,0,0
13-Oct-12,0,0,0,0,0,0,0,0,0,0,0
14-Oct-12,0,0,0,0,0,0,0,0,0,0,0
15-Oct-12,0,0,0,0,0,0,0,0,0,0,0
16-Oct-12,0,0,0,0,0,0,0,0,0,0,0
17-Oct-12,0,0,0,0,0,0,0,0,0,0,0
18-Oct-12,0,0,1,0,5,0,0,0,0,0,6
19-Oct-12,0,0,1,0,4,0,6,3,1,0,15
20-Oct-12,0,0,0,0,0,0,0,0,0,0,0
21-Oct-12,0,0,0,0,0,0,0,0,0,0,0
22-Oct-12,0,0,0,0,3,0,0,0,0,0,3
23-Oct-12,0,0,0,0,1,0,0,0,0,0,1
24-Oct-12,0,0,0,0,0,0,0,0,0,0,0
25-Oct-12,0,0,0,0,2,0,0,0,0,0,2
26-Oct-12,0,0,0,0,2,0,0,0,0,0,2
27-Oct-12,0,0,2,0,6,0,0,0,0,0,8
28-Oct-12,0,0,0,0,0,0,0,0,0,0,0
29-Oct-12,0,1,1,0,2,0,0,0,0,0,4
30-Oct-12,0,0,1,0,1,0,0,0,0,0,2
31-Oct-12,0,0,0,0,2,0,0,0,0,0,2
1-Nov-12,0,0,0,0,7,0,2,0,1,0,10
2-Nov-12,0,0,4,0,1,0,0,0,1,0,6
3-Nov-12,0,0,0,0,0,0,5,0,0,0,5
4-Nov-12,0,1,0,0,5,0,0,0,0,0,6
5-Nov-12,0,0,0,0,0,0,0,0,0,0,0
6-Nov-12,0,0,0,0,0,0,2,0,2,0,4
7-Nov-12,0,0,0,0,1,0,0,4,0,0,5
8-Nov-12,0,0,0,0,0,0,0,0,0,0,0
9-Nov-12,0,0,0,0,1,0,0,0,0,0,1
10-Nov-12,0,0,0,0,0,0,0,0,0,0,0
11-Nov-12,0,0,0,0,1,0,0,0,0,0,1
12-Nov-12,0,0,0,0,7,0,0,0,0,0,7
13-Nov-12,0,0,0,0,14,0,7,9,2,0,32
14-Nov-12,0,0,1,0,2,0,0,0,0,0,3
15-Nov-12,0,0,0,0,0,0,0,0,0,0,0
16-Nov-12,1,0,6,0,10,0,0,0,0,0,17
17-Nov-12,0,0,0,0,0,0,0,0,0,0,0
18-Nov-12,0,0,0,0,0,0,0,0,0,0,0
19-Nov-12,0,0,0,0,10,0,4,1,0,0,15
20-Nov-12,0,0,0,0,15,0,17,9,22,0,63
21-Nov-12,0,0,0,0,29,0,12,11,4,0,56
22-Nov-12,0,0,0,0,4,0,5,8,6,0,23
23-Nov-12,5,0,0,0,4,0,1,1,4,0,15
24-Nov-12,0,1,0,0,3,0,0,0,0,0,4
25-Nov-12,3,0,0,0,6,0,3,5,0,0,17
26-Nov-12,0,0,0,0,5,0,6,3,0,0,14
27-Nov-12,0,0,0,0,6,0,0,0,0,0,6
28-Nov-12,7,0,0,0,13,0,16,20,16,13,85
29-Nov-12,0,0,0,0,1,0,6,6,6,11,30
30-Nov-12,0,0,0,0,6,0,0,0,0,0,6
1-Dec-12,1,0,6,0,6,0,0,0,0,1,14
2-Dec-12,0,0,1,0,1,0,0,0,1,1,4
3-Dec-12,0,0,0,0,0,0,0,0,5,5,10
4-Dec-12,0,0,0,0,0,0,0,0,0,0,0
5-Dec-12,0,0,0,0,0,0,0,0,0,0,0
6-Dec-12,0,0,0,0,1,0,0,0,0,0,1
7-Dec-12,0,0,0,0,0,0,0,0,0,0,0
8-Dec-12,0,0,1,0,0,0,0,0,0,0,1
9-Dec-12,0,0,0,0,1,0,0,1,0,1,3
10-Dec-12,0,0,0,0,1,0,2,0,0,0,3
11-Dec-12,2,2,0,0,5,0,1,0,0,2,12
12-Dec-12,1,1,0,0,7,0,0,0,0,0,9
13-Dec-12,0,0,0,0,5,0,0,1,2,1,9
14-Dec-12,0,0,0,0,3,0,0,0,0,0,3
15-Dec-12,0,0,0,0,5,0,3,0,0,0,8
16-Dec-12,0,0,0,0,12,0,0,1,0,0,13
17-Dec-12,0,0,1,0,12,0,1,0,0,0,14
18-Dec-12,0,0,0,0,5,0,2,7,3,3,20
19-Dec-12,0,0,0,0,8,0,5,3,4,2,22
20-Dec-12,1,0,0,0,2,0,0,0,0,1,4
21-Dec-12,0,0,1,0,5,0,0,0,0,1,7
22-Dec-12,0,0,0,0,0,0,0,0,0,0,0
23-Dec-12,0,0,0,0,0,0,0,3,1,4,8
24-Dec-12,0,0,0,0,0,0,0,0,0,0,0
25-Dec-12,1,2,6,0,13,0,2,5,1,5,35
26-Dec-12,0,0,0,0,0,0,0,4,4,5,13
27-Dec-12,0,0,0,0,4,0,0,1,0,1,6
28-Dec-12,0,0,0,0,0,0,0,0,0,3,3
29-Dec-12,0,0,1,0,1,0,0,0,1,1,4
30-Dec-12,0,0,0,0,0,0,0,0,0,0,0
31-Dec-12,0,0,0,0,0,0,0,0,0,0,0
1-Jan-13,0,0,0,0,0,0,0,0,0,0,0
2-Jan-13,0,0,0,0,0,0,0,0,0,0,0
3-Jan-13,0,0,0,0,10,0,2,1,0,3,16
4-Jan-13,0,0,0,0,0,0,0,0,0,0,0
5-Jan-13,0,0,2,0,9,0,0,0,0,0,11
6-Jan-13,0,0,0,0,0,0,0,1,0,0,1
7-Jan-13,0,0,0,0,0,0,0,0,0,5,5
8-Jan-13,0,0,0,0,0,0,1,0,1,0,2
9-Jan-13,0,0,0,0,3,0,2,0,0,4,9
10-Jan-13,0,0,0,0,0,0,0,0,0,10,10
11-Jan-13,0,0,0,0,0,0,0,1,0,0,1
12-Jan-13,0,0,0,1,0,0,0,0,0,0,1
13-Jan-13,22,1,2,0,0,0,0,0,0,0,25
14-Jan-13,21,4,5,4,10,0,0,0,0,0,44
15-Jan-13,2,0,0,0,0,0,0,0,0,0,2
16-Jan-13,3,0,0,0,0,0,0,0,0,0,3
17-Jan-13,15,0,1,0,1,0,0,0,1,1,19
18-Jan-13,2,0,0,0,0,0,0,0,0,0,2
19-Jan-13,0,0,0,0,0,0,0,0,0,0,0
20-Jan-13,0,0,0,0,0,0,0,0,0,0,0
21-Jan-13,1,0,0,0,0,0,0,0,0,1,2
22-Jan-13,2,0,0,0,0,0,0,0,0,0,2
23-Jan-13,0,0,0,0,0,0,0,0,0,0,0
24-Jan-13,4,0,0,0,0,0,1,0,0,0,5
25-Jan-13,1,0,0,0,0,0,0,0,0,0,1
26-Jan-13,0,0,0,0,0,0,0,0,0,0,0
27-Jan-13,0,0,0,0,0,0,0,1,0,0,1
28-Jan-13,0,0,0,0,0,0,0,0,0,0,0
29-Jan-13,0,0,3,0,0,0,1,0,0,0,4
30-Jan-13,0,0,0,3,1,0,0,0,0,0,4
31-Jan-13,1,0,0,0,1,0,0,0,0,0,2
1-Feb-13,2,0,0,0,3,0,1,0,0,0,6
2-Feb-13,0,0,0,0,2,0,1,0,0,0,3
3-Feb-13,0,0,0,0,0,0,3,0,0,0,3
4-Feb-13,0,0,0,0,0,0,0,0,0,1,1
5-Feb-13,0,0,0,0,0,0,0,0,2,1,3
6-Feb-13,21,0,0,0,0,0,0,0,0,0,21
7-Feb-13,7,0,0,0,0,0,0,0,0,0,7
8-Feb-13,2,0,0,0,0,0,0,0,0,0,2
9-Feb-13,0,0,0,0,0,1,0,0,0,0,1
10-Feb-13,0,0,0,0,0,0,0,0,0,0,0
11-Feb-13,0,0,0,0,0,0,0,0,0,0,0
12-Feb-13,0,0,4,0,0,0,0,0,0,0,4
13-Feb-13,0,0,0,0,0,0,0,0,0,0,0
14-Feb-13,0,0,0,0,0,0,0,0,0,0,0
15-Feb-13,0,0,0,0,0,0,0,0,0,0,0
16-Feb-13,0,0,0,0,0,0,0,0,0,0,0
17-Feb-13,0,7,0,0,0,0,0,0,0,0,7
18-Feb-13,0,0,0,0,0,0,0,0,5,4,9
19-Feb-13,2,0,0,0,0,0,0,0,1,0,3
20-Feb-13,0,0,4,1,0,0,0,0,0,2,7
21-Feb-13,3,2,5,11,0,0,0,0,5,0,26
22-Feb-13,11,8,7,3,0,0,0,0,3,6,38
23-Feb-13,9,2,6,0,0,0,0,0,0,2,19
24-Feb-13,3,3,15,3,0,0,0,0,0,0,24
25-Feb-13,16,10,3,0,0,0,0,0,0,2,31
26-Feb-13,20,1,1,0,0,0,0,0,0,0,22
27-Feb-13,10,2,2,0,0,0,0,0,0,0,14
28-Feb-13,17,0,0,0,1,0,2,0,0,0,20
1-Mar-13,10,0,4,4,0,0,0,0,2,2,22
2-Mar-13,30,8,2,0,0,0,0,0,0,0,40
3-Mar-13,4,0,1,0,0,0,0,0,0,0,5
4-Mar-13,3,0,2,5,0,0,0,0,0,0,10
5-Mar-13,0,5,0,5,0,0,0,0,0,0,10
6-Mar-13,8,0,0,4,0,0,0,0,3,4,19
7-Mar-13,0,0,0,0,0,0,0,0,2,0,2
8-Mar-13,0,1,0,0,0,0,0,0,0,0,1
9-Mar-13,6,0,9,4,3,0,4,0,6,0,32
10-Mar-13,3,0,1,1,0,0,2,0,1,0,8
11-Mar-13,20,9,10,10,0,0,0,0,0,0,49
12-Mar-13,3,6,6,3,0,0,1,0,4,3,26
13-Mar-13,12,0,0,2,2,0,0,0,0,0,16
14-Mar-13,1,0,0,0,0,0,0,0,2,0,3
15-Mar-13,0,1,1,5,0,0,1,0,5,0,13
16-Mar-13,6,0,0,0,0,0,0,0,0,7,13
17-Mar-13,0,0,0,0,0,0,0,0,0,6,6
18-Mar-13,6,0,5,5,0,0,6,0,3,0,25
19-Mar-13,18,7,5,0,0,0,2,0,0,0,32
20-Mar-13,1,2,3,0,0,0,0,0,4,4,14
21-Mar-13,12,8,4,5,0,0,0,0,2,0,31
22-Mar-13,16,0,0,2,0,0,1,0,5,12,36
23-Mar-13,6,0,0,0,0,0,0,0,0,1,7
24-Mar-13,10,3,4,10,0,0,0,0,1,5,33
25-Mar-13,10,12,20,16,0,0,0,0,5,9,72
26-Mar-13,26,11,1,6,0,0,3,0,0,3,50
27-Mar-13,12,6,2,1,0,0,0,0,2,8,31
28-Mar-13,9,1,6,0,0,0,0,0,0,0,16
29-Mar-13,6,2,1,0,0,0,0,0,0,0,9
30-Mar-13,3,0,0,0,0,0,0,0,5,3,11
31-Mar-13,5,6,0,0,2,2,3,0,5,10,33
1-Apr-13,1,4,14,1,0,1,0,0,0,0,21
2-Apr-13,0,12,7,0,0,1,2,0,0,1,23
3-Apr-13,4,4,10,4,0,0,0,0,0,4,26
4-Apr-13,3,0,9,0,0,0,0,0,2,0,14
5-Apr-13,3,4,2,0,1,3,0,0,0,0,13
6-Apr-13,0,11,22,0,0,4,0,0,0,0,37
7-Apr-13,1,1,12,0,0,0,0,0,0,0,14
8-Apr-13,9,4,5,0,0,0,0,0,0,5,23
9-Apr-13,19,8,18,1,0,1,0,0,0,2,49
10-Apr-13,2,0,0,0,0,2,1,0,0,0,5
11-Apr-13,18,1,1,0,0,2,2,0,2,4,30
12-Apr-13,0,3,1,0,0,1,4,0,3,5,17
13-Apr-13,4,0,2,0,0,1,1,0,0,0,8
14-Apr-13,1,1,5,0,0,4,2,0,4,3,20
15-Apr-13,3,13,6,0,0,1,0,0,0,2,25
16-Apr-13,4,3,0,0,0,0,0,0,5,5,17
17-Apr-13,0,0,0,0,0,1,0,0,1,2,4
18-Apr-13,5,0,0,0,0,0,1,0,0,0,6
19-Apr-13,2,3,0,0,0,1,2,0,0,0,8
20-Apr-13,2,3,3,0,0,1,0,0,0,5,14
21-Apr-13,1,0,2,0,0,1,0,0,1,1,6
22-Apr-13,9,5,2,0,0,1,0,0,4,3,24
23-Apr-13,20,7,5,0,0,0,0,0,5,1,38
24-Apr-13,1,0,0,0,0,1,0,0,0,3,5
25-Apr-13,0,0,0,0,0,0,0,0,2,0,2
26-Apr-13,7,0,0,0,0,0,2,0,5,6,20
27-Apr-13,0,0,0,0,0,8,4,0,5,8,25
28-Apr-13,7,0,8,0,0,2,0,0,3,0,20
29-Apr-13,7,4,13,0,0,13,11,0,2,4,54
30-Apr-13,4,2,5,0,0,5,9,0,15,22,62
1-May-13,0,4,2,0,1,11,8,0,5,15,46
2-May-13,5,7,6,0,0,25,11,1,0,7,62
3-May-13,0,0,0,0,0,1,1,2,0,4,8
4-May-13,10,2,0,0,0,1,1,0,0,3,17
5-May-13,13,0,0,0,0,4,1,2,0,6,26
6-May-13,0,0,0,0,1,5,12,4,2,1,25
7-May-13,1,5,3,0,0,5,1,1,5,5,26
8-May-13,8,5,1,0,0,3,4,0,4,6,31
9-May-13,0,1,4,0,0,0,0,0,0,6,11
10-May-13,0,0,0,0,0,5,9,8,4,11,37
11-May-13,0,0,0,0,0,5,4,5,7,14,35
12-May-13,0,0,0,0,0,5,6,2,0,0,13
13-May-13,0,0,0,0,0,0,0,4,0,4,8
14-May-13,0,0,0,0,0,0,0,8,0,0,8
15-May-13,0,0,0,0,0,0,0,0,0,1,1
16-May-13,0,0,0,0,0,0,0,0,0,0,0
17-May-13,0,0,0,0,0,0,0,0,0,0,0
18-May-13,0,0,0,0,0,0,0,5,0,0,5
19-May-13,0,0,0,0,0,0,0,0,0,0,0
20-May-13,0,0,0,0,0,0,0,0,0,0,0
21-May-13,0,0,0,0,0,0,0,0,0,0,0
22-May-13,0,0,0,0,0,0,0,0,0,0,0
23-May-13,0,0,0,0,0,0,0,0,0,0,0
24-May-13,0,0,0,0,0,0,0,0,0,1,1
25-May-13,0,0,0,0,0,0,0,0,0,0,0
26-May-13,0,0,0,0,0,0,0,0,0,0,0
27-May-13,0,0,0,0,0,0,0,0,0,0,0
28-May-13,0,0,0,0,0,0,0,0,0,0,0
29-May-13,0,0,0,0,0,0,0,0,0,0,0
30-May-13,0,0,0,0,0,0,0,0,0,0,0
31-May-13,0,0,0,0,0,0,0,0,0,0,0
1-Jun-13,0,0,0,0,0,0,0,0,0,0,0
2-Jun-13,0,0,0,0,0,0,0,0,0,0,0
3-Jun-13,0,0,0,0,0,0,0,0,0,0,0
4-Jun-13,0,0,0,0,0,0,0,0,0,0,0
5-Jun-13,0,0,0,0,0,0,0,0,0,0,0
6-Jun-13,0,0,0,0,0,0,0,0,0,0,0
7-Jun-13,0,0,0,0,0,0,0,0,0,0,0
8-Jun-13,0,0,0,0,0,0,0,0,0,0,0
9-Jun-13,0,0,0,0,0,0,0,0,0,0,0
10-Jun-13,0,0,0,0,0,0,0,0,0,0,0
11-Jun-13,0,0,0,0,0,0,0,0,0,0,0
12-Jun-13,0,0,0,0,0,0,0,0,0,0,0
13-Jun-13,0,0,0,0,0,0,0,0,0,0,0
14-Jun-13,0,0,0,0,0,0,0,0,0,0,0
15-Jun-13,0,0,0,0,0,0,0,0,0,0,0
16-Jun-13,0,0,0,0,0,0,0,0,0,0,0
17-Jun-13,0,0,0,0,0,0,0,0,0,0,0
18-Jun-13,0,0,0,0,0,0,0,0,0,0,0
19-Jun-13,0,0,0,0,0,0,0,0,0,0,0
20-Jun-13,0,0,0,0,0,0,0,0,0,0,0
21-Jun-13,0,0,0,0,0,0,0,0,0,0,0
22-Jun-13,0,0,0,0,0,0,0,0,0,0,0
23-Jun-13,0,0,0,0,0,0,0,0,0,0,0
24-Jun-13,0,0,0,0,0,0,0,0,0,0,0
25-Jun-13,0,0,0,0,0,0,0,0,0,0,0
26-Jun-13,0,0,0,0,0,0,0,0,0,0,0
27-Jun-13,0,0,0,0,0,0,0,0,0,0,0
28-Jun-13,0,0,0,0,0,0,0,0,0,0,0
29-Jun-13,0,0,0,0,0,0,0,0,0,0,0
30-Jun-13,0,0,0,0,0,0,0,0,0,0,0
1-Jul-13,0,0,0,0,0,0,0,0,0,0,0
2-Jul-13,0,0,0,0,0,0,0,0,0,0,0
3-Jul-13,0,0,0,0,0,0,0,0,0,0,0
4-Jul-13,0,0,0,0,0,0,0,0,0,0,0
5-Jul-13,0,0,0,0,0,0,0,0,0,0,0
6-Jul-13,0,0,0,0,0,0,0,0,0,0,0
7-Jul-13,0,0,0,0,0,0,0,0,0,0,0
8-Jul-13,0,0,0,0,0,0,0,0,0,0,0
9-Jul-13,0,0,0,0,0,0,0,0,0,0,0
10-Jul-13,0,0,0,0,0,0,0,0,0,0,0
11-Jul-13,0,0,0,0,0,0,0,0,0,0,0
12-Jul-13,0,0,0,0,0,0,0,0,0,0,0
13-Jul-13,0,0,0,0,0,0,0,0,0,0,0
14-Jul-13,0,0,0,0,0,0,0,1,0,0,1
15-Jul-13,0,0,0,0,0,0,0,0,0,0,0
16-Jul-13,0,0,0,0,0,0,0,0,0,0,0
17-Jul-13,0,0,0,0,0,0,0,0,0,0,0
18-Jul-13,0,0,0,0,0,0,0,0,0,0,0
19-Jul-13,0,0,0,0,0,0,0,0,0,0,0
20-Jul-13,0,0,0,0,0,0,0,0,0,0,0
21-Jul-13,0,0,0,0,0,0,0,0,0,0,0
22-Jul-13,0,0,0,0,0,0,0,0,0,0,0
23-Jul-13,0,0,0,0,0,0,0,0,0,0,0
24-Jul-13,0,0,0,0,0,0,0,0,0,0,0
25-Jul-13,0,0,0,0,0,0,0,0,0,0,0
26-Jul-13,0,0,0,0,0,0,0,0,0,0,0
27-Jul-13,0,0,0,0,0,0,0,0,0,0,0
28-Jul-13,0,0,0,0,0,0,0,0,0,0,0
29-Jul-13,0,0,0,0,0,0,0,0,0,0,0
30-Jul-13,0,0,0,0,0,0,0,0,0,0,0
31-Jul-13,0,0,0,0,0,0,0,0,0,0,0
1-Aug-13,0,0,0,0,0,0,1,0,0,0,1
2-Aug-13,0,0,0,0,0,0,0,0,0,0,0
3-Aug-13,0,0,0,0,0,0,0,0,0,0,0
4-Aug-13,0,0,0,0,0,0,0,0,0,0,0
5-Aug-13,0,0,0,0,0,0,0,0,0,0,0
6-Aug-13,0,0,0,0,0,0,0,0,0,0,0
7-Aug-13,0,0,0,0,0,0,0,0,0,0,0
8-Aug-13,0,0,0,0,0,0,0,0,0,0,0
9-Aug-13,0,0,0,0,0,0,0,0,0,0,0
10-Aug-13,0,0,0,0,0,0,0,0,0,0,0
11-Aug-13,0,0,0,0,0,0,0,0,0,0,0
12-Aug-13,0,0,0,0,0,0,0,0,0,0,0
13-Aug-13,0,0,0,0,0,0,0,0,0,0,0
14-Aug-13,0,0,0,0,0,0,0,0,0,0,0
15-Aug-13,0,0,0,0,0,0,0,0,0,0,0
16-Aug-13,0,0,0,0,0,0,0,0,0,0,0
17-Aug-13,0,0,0,0,0,0,0,0,0,0,0
18-Aug-13,0,0,0,0,0,0,0,0,0,0,0
19-Aug-13,0,0,0,0,0,0,0,0,0,0,0
20-Aug-13,0,0,0,0,0,0,0,0,0,0,0
21-Aug-13,0,0,0,0,0,0,0,0,0,0,0
22-Aug-13,0,0,0,0,0,0,0,0,0,0,0
23-Aug-13,0,0,0,0,0,0,0,0,0,0,0
24-Aug-13,0,0,0,0,0,0,0,0,0,0,0
25-Aug-13,0,0,0,0,0,0,0,0,0,0,0
26-Aug-13,0,0,0,0,0,0,0,0,0,0,0
27-Aug-13,0,0,0,0,0,0,0,0,0,0,0
28-Aug-13,0,0,0,0,0,0,0,0,0,0,0
29-Aug-13,0,0,0,0,0,0,0,0,0,0,0
30-Aug-13,0,0,0,0,0,0,0,0,0,0,0
31-Aug-13,0,0,0,0,0,0,0,0,0,0,0
1-Sep-13,0,0,0,0,0,0,0,0,0,0,0
2-Sep-13,0,0,0,0,0,0,0,0,0,0,0
3-Sep-13,0,0,0,0,0,0,0,2,0,0,2
4-Sep-13,0,0,0,0,0,0,0,0,0,0,0
5-Sep-13,0,0,0,0,0,0,0,0,0,0,0
6-Sep-13,0,0,0,0,0,2,0,0,0,0,2
7-Sep-13,0,0,0,0,0,0,0,0,0,0,0
8-Sep-13,0,0,0,0,0,0,0,0,0,0,0
9-Sep-13,0,0,0,0,0,0,0,0,0,0,0
10-Sep-13,0,0,0,0,0,0,0,0,0,0,0
11-Sep-13,0,0,0,0,0,0,0,0,0,0,0
12-Sep-13,0,0,0,0,0,0,0,0,0,0,0
13-Sep-13,0,0,0,0,0,0,0,0,0,0,0
14-Sep-13,0,0,0,0,0,13,8,5,0,0,26
15-Sep-13,0,0,0,0,0,0,0,0,0,0,0
16-Sep-13,0,0,0,0,0,0,0,0,0,0,0
17-Sep-13,0,0,0,0,0,0,0,0,0,0,0
18-Sep-13,0,0,0,0,0,0,0,0,0,0,0
19-Sep-13,0,0,0,0,0,0,0,0,0,0,0
20-Sep-13,0,0,0,0,0,0,0,0,0,0,0
21-Sep-13,0,0,0,0,0,0,0,0,0,0,0
22-Sep-13,0,0,0,0,0,0,0,0,0,0,0
23-Sep-13,0,0,0,0,0,0,0,0,0,0,0
24-Sep-13,0,0,0,0,0,0,0,0,0,0,0
25-Sep-13,0,0,0,0,0,0,0,0,0,0,0
26-Sep-13,0,0,0,0,0,0,0,0,0,0,0
27-Sep-13,0,0,0,0,0,0,0,0,0,0,0
28-Sep-13,0,0,0,0,0,4,0,0,0,0,4
29-Sep-13,0,0,0,0,0,1,2,1,2,0,6
30-Sep-13,0,0,0,0,0,1,0,0,0,0,1
1-Oct-13,0,0,0,0,0,0,0,0,0,0,0
2-Oct-13,0,0,0,0,0,3,3,2,0,0,8
3-Oct-13,0,0,0,0,0,1,4,0,0,0,5
4-Oct-13,0,0,0,0,0,0,0,3,2,0,5
5-Oct-13,0,0,0,0,0,0,0,0,0,0,0
6-Oct-13,0,0,0,0,0,0,0,0,0,0,0
7-Oct-13,0,0,0,0,0,0,0,0,0,0,0
8-Oct-13,0,0,0,0,0,0,0,0,0,0,0
9-Oct-13,0,0,0,0,0,0,0,0,0,0,0
10-Oct-13,0,0,0,0,0,0,0,0,0,0,0
11-Oct-13,0,0,0,0,0,0,0,0,0,0,0
12-Oct-13,0,0,0,0,0,0,1,3,0,0,4
13-Oct-13,0,0,13,0,0,0,2,2,0,0,17
14-Oct-13,0,1,0,0,1,1,2,3,1,0,9
15-Oct-13,0,0,0,0,0,0,0,0,0,0,0
16-Oct-13,0,0,0,0,0,0,0,0,0,0,0
17-Oct-13,0,0,0,0,0,0,0,0,0,0,0
18-Oct-13,0,0,0,0,0,1,7,3,0,0,11
19-Oct-13,0,0,0,0,0,0,2,2,0,0,4
20-Oct-13,0,0,0,0,0,0,0,0,0,0,0
21-Oct-13,0,0,0,0,0,0,1,1,1,0,3
22-Oct-13,0,0,0,0,0,1,4,0,0,0,5
23-Oct-13,0,0,0,0,0,2,0,1,0,0,3
24-Oct-13,0,0,0,0,0,0,0,0,0,0,0
25-Oct-13,0,0,0,0,0,0,0,1,0,0,1
26-Oct-13,0,0,0,0,0,0,0,0,0,0,0
27-Oct-13,0,0,3,0,0,0,2,0,0,0,5
28-Oct-13,0,0,0,0,0,0,0,3,1,0,4
29-Oct-13,0,0,0,0,0,0,8,7,0,0,15
30-Oct-13,0,0,0,0,0,0,0,2,3,0,5
31-Oct-13,0,0,0,0,0,0,0,0,1,0,1
1-Nov-13,0,0,0,0,0,0,0,0,10,3,13
2-Nov-13,0,0,0,0,0,0,4,4,4,11,23
3-Nov-13,0,0,0,0,0,0,1,1,0,0,2
4-Nov-13,0,0,0,0,0,0,11,3,0,0,14
5-Nov-13,0,0,0,0,0,7,5,7,7,4,30
6-Nov-13,0,0,0,0,0,4,10,9,13,10,46
7-Nov-13,0,0,0,0,0,1,3,3,5,4,16
8-Nov-13,0,0,0,0,0,11,7,7,5,0,30
9-Nov-13,0,0,0,0,0,0,0,2,3,11,16
10-Nov-13,0,0,0,0,0,0,0,2,1,0,3
11-Nov-13,0,0,0,0,0,2,0,0,0,2,4
12-Nov-13,0,0,0,0,0,0,0,0,0,0,0
13-Nov-13,0,0,0,0,0,0,0,0,2,1,3
14-Nov-13,0,0,0,0,0,0,0,0,0,5,5
15-Nov-13,0,0,0,0,0,0,0,0,0,2,2
16-Nov-13,0,0,0,0,1,1,0,0,0,0,2
17-Nov-13,0,0,0,0,0,4,0,0,0,0,4
18-Nov-13,0,0,1,0,0,0,0,0,0,0,1
19-Nov-13,0,0,0,0,0,0,0,0,0,0,0
20-Nov-13,0,0,0,0,0,0,0,1,1,0,2
21-Nov-13,0,0,0,0,0,0,0,0,0,0,0
22-Nov-13,0,0,0,0,0,0,0,0,0,0,0
23-Nov-13,0,0,0,0,0,0,0,0,0,0,0
24-Nov-13,0,0,0,0,0,0,0,0,0,0,0
25-Nov-13,0,0,0,0,0,0,0,0,0,0,0
26-Nov-13,0,0,0,0,0,0,0,0,0,0,0
27-Nov-13,0,0,6,0,1,2,5,0,5,0,19
28-Nov-13,0,0,0,0,10,0,4,5,5,2,26
