Date,AB01,AB02,AB03,AB04,AB05,AB06,AB07,AB08,AB09,AB10,SUM 
22-Jun-16,0,0,0,0,0,0,0,0,0,0,0
23-Jun-16,0,0,0,0,0,0,0,0,0,0,0
24-Jun-16,0,0,0,0,0,0,0,0,0,0,0
25-Jun-16,0,0,0,0,4,0,0,0,0,0,4
26-Jun-16,0,0,0,0,0,0,0,1,0,0,1
27-Jun-16,0,0,0,0,1,1,0,0,0,0,2
28-Jun-16,0,0,0,0,0,0,0,4,1,0,5
29-Jun-16,0,0,0,0,3,0,0,0,0,0,3
30-Jun-16,0,0,0,0,1,2,0,0,0,0,3
1-Jul-16,0,0,0,0,0,0,0,1,0,0,1
2-Jul-16,0,0,0,0,0,0,0,0,0,0,0
3-Jul-16,0,0,0,0,0,0,0,0,0,0,0
4-Jul-16,0,0,0,0,2,0,0,1,0,0,3
5-Jul-16,0,0,0,0,0,0,0,0,1,0,1
6-Jul-16,0,0,0,0,0,0,0,0,0,0,0
7-Jul-16,0,0,0,0,1,0,0,0,0,0,1
8-Jul-16,0,0,3,2,0,0,0,0,0,0,5
9-Jul-16,0,2,0,0,1,0,0,0,0,0,3
10-Jul-16,0,3,0,0,0,0,0,0,0,0,3
11-Jul-16,0,0,0,0,1,0,0,1,0,0,2
12-Jul-16,0,0,0,0,4,0,0,0,0,0,4
13-Jul-16,0,0,0,0,0,0,0,1,0,0,1
14-Jul-16,0,0,0,0,3,0,0,0,0,0,3
15-Jul-16,0,0,0,0,0,0,0,0,0,0,0
16-Jul-16,0,0,0,0,0,0,0,0,0,0,0
17-Jul-16,0,0,0,0,0,0,0,0,0,1,1
18-Jul-16,0,0,0,0,0,0,0,0,0,2,2
19-Jul-16,0,0,0,0,0,0,0,0,0,0,0
20-Jul-16,0,0,0,0,0,0,0,0,0,0,0
21-Jul-16,0,0,0,1,1,0,0,0,0,0,2
22-Jul-16,0,0,0,0,0,0,0,0,0,0,0
23-Jul-16,0,0,0,0,0,0,0,0,0,0,0
24-Jul-16,0,0,0,0,3,0,0,1,0,0,4
25-Jul-16,0,0,0,0,4,0,0,1,0,0,5
26-Jul-16,0,1,0,0,0,1,0,0,0,0,2
27-Jul-16,0,0,0,0,3,0,0,1,0,0,4
28-Jul-16,0,0,0,0,2,0,0,0,0,0,2
29-Jul-16,0,0,0,0,6,2,0,0,0,0,8
30-Jul-16,0,0,0,0,2,0,0,0,0,0,2
31-Jul-16,0,0,0,0,1,1,0,0,0,0,2
1-Aug-16,0,0,0,1,7,1,0,3,2,0,14
2-Aug-16,0,0,0,0,2,0,0,1,0,0,3
3-Aug-16,0,0,0,0,1,0,0,0,0,0,1
4-Aug-16,0,0,0,0,1,2,0,0,1,0,4
5-Aug-16,0,0,0,0,2,0,0,1,1,0,4
6-Aug-16,0,1,0,0,3,0,0,1,0,0,5
7-Aug-16,0,0,0,1,3,0,0,2,1,0,7
8-Aug-16,0,1,0,0,0,0,0,1,2,0,4
9-Aug-16,0,0,0,1,0,1,0,0,0,0,2
10-Aug-16,0,0,0,0,2,0,0,0,0,0,2
11-Aug-16,0,0,0,0,2,0,0,0,0,0,2
12-Aug-16,0,0,0,0,1,0,0,0,0,0,1
13-Aug-16,0,0,0,0,1,0,0,3,3,0,7
14-Aug-16,0,0,0,0,0,1,0,1,0,0,2
15-Aug-16,0,0,0,0,1,0,0,0,0,0,1
16-Aug-16,0,0,0,0,3,0,0,0,0,0,3
17-Aug-16,0,0,0,0,1,0,0,0,1,0,2
18-Aug-16,0,0,0,0,1,0,0,0,1,0,2
19-Aug-16,0,0,0,0,0,0,0,0,0,0,0
20-Aug-16,0,0,0,0,3,0,0,0,0,0,3
21-Aug-16,0,0,0,0,0,0,0,0,0,0,0
22-Aug-16,0,0,0,1,6,0,0,1,0,0,8
23-Aug-16,0,0,0,0,3,1,0,4,3,0,11
24-Aug-16,0,0,0,0,2,0,0,0,0,0,2
25-Aug-16,0,0,0,0,0,0,0,1,0,0,1
26-Aug-16,0,0,0,0,0,0,0,0,0,0,0
27-Aug-16,0,0,0,0,1,0,0,0,0,0,1
28-Aug-16,0,0,0,1,1,0,0,0,0,0,2
29-Aug-16,0,0,0,0,0,0,0,0,0,0,0
30-Aug-16,0,0,0,0,0,0,0,0,0,0,0
31-Aug-16,1,0,4,0,0,0,0,0,0,0,5
1-Sep-16,0,0,2,0,0,0,0,0,0,0,2
2-Sep-16,0,0,3,3,3,0,0,0,0,0,9
3-Sep-16,0,0,0,0,1,0,0,0,0,0,1
4-Sep-16,0,0,1,1,1,0,0,0,0,0,3
5-Sep-16,0,0,0,0,0,0,0,0,0,0,0
6-Sep-16,0,0,0,0,1,0,0,1,0,0,2
7-Sep-16,0,0,0,0,1,0,0,2,0,0,3
8-Sep-16,0,0,0,0,2,0,0,0,0,0,2
9-Sep-16,1,0,1,0,3,1,0,0,0,0,6
10-Sep-16,4,0,1,1,0,0,0,0,0,0,6
11-Sep-16,2,0,6,0,0,2,0,3,3,0,16
12-Sep-16,0,0,6,2,0,0,0,0,0,0,8
13-Sep-16,0,0,0,0,0,0,0,1,0,0,1
14-Sep-16,0,0,0,0,0,1,0,5,4,3,13
15-Sep-16,0,0,0,0,0,0,0,0,0,0,0
16-Sep-16,0,0,0,0,0,0,0,0,0,0,0
17-Sep-16,0,0,0,0,0,0,0,0,0,0,0
18-Sep-16,0,0,0,0,0,0,0,0,0,0,0
19-Sep-16,0,0,0,0,0,0,0,0,0,0,0
20-Sep-16,0,0,0,0,0,0,0,0,0,0,0
21-Sep-16,0,0,2,0,0,0,0,0,0,0,2
22-Sep-16,0,0,0,0,0,0,0,0,0,0,0
23-Sep-16,0,0,0,0,0,0,0,0,1,0,1
24-Sep-16,0,0,0,0,0,0,0,0,0,0,0
25-Sep-16,0,0,1,0,0,0,0,0,0,0,1
26-Sep-16,0,0,1,0,0,9,0,3,3,0,16
27-Sep-16,0,0,0,0,0,1,0,3,0,2,6
28-Sep-16,0,0,1,0,0,0,0,0,0,0,1
29-Sep-16,0,0,0,0,0,0,0,0,0,0,0
30-Sep-16,0,0,12,0,0,3,0,0,0,0,15
1-Oct-16,0,0,0,0,0,0,0,0,0,0,0
2-Oct-16,0,0,0,0,0,0,0,0,0,0,0
3-Oct-16,0,0,1,0,0,6,0,0,0,0,7
4-Oct-16,0,0,6,0,0,4,0,0,0,0,10
5-Oct-16,1,0,4,0,0,5,0,3,1,0,14
6-Oct-16,5,0,7,0,0,0,0,0,0,0,12
7-Oct-16,6,0,8,0,0,0,0,0,0,0,14
8-Oct-16,3,0,4,0,0,0,0,0,1,0,8
9-Oct-16,1,0,0,0,0,0,0,0,0,0,1
10-Oct-16,0,0,0,0,0,0,0,0,0,0,0
11-Oct-16,0,0,0,0,0,0,0,0,0,0,0
12-Oct-16,0,0,0,0,0,0,0,0,0,0,0
13-Oct-16,0,0,0,0,0,0,0,0,0,0,0
14-Oct-16,0,0,0,0,0,0,0,0,0,0,0
15-Oct-16,0,0,0,0,0,0,0,0,0,0,0
16-Oct-16,0,0,0,0,0,0,0,0,0,0,0
17-Oct-16,0,0,0,0,0,2,0,0,0,0,2
18-Oct-16,0,0,2,0,0,1,0,0,0,0,3
19-Oct-16,1,0,4,0,0,0,0,0,0,0,5
20-Oct-16,0,0,1,0,0,1,0,4,2,0,8
21-Oct-16,0,0,0,0,0,0,0,2,0,0,2
22-Oct-16,0,0,0,0,0,2,0,1,0,0,3
23-Oct-16,0,0,0,0,0,0,0,0,0,0,0
24-Oct-16,0,0,0,0,0,0,0,1,0,0,1
25-Oct-16,0,0,0,0,0,1,0,1,0,0,2
26-Oct-16,0,0,0,0,0,2,0,0,0,0,2
27-Oct-16,0,0,2,0,0,14,0,6,6,0,28
28-Oct-16,1,0,10,0,0,10,0,1,0,0,22
29-Oct-16,3,0,4,0,0,2,0,0,0,0,9
30-Oct-16,0,0,5,0,0,8,0,9,9,0,31
31-Oct-16,0,0,3,0,0,9,0,1,0,0,13
1-Nov-16,7,0,12,0,0,12,0,7,1,0,39
2-Nov-16,3,0,10,0,0,0,0,9,0,0,22
3-Nov-16,6,0,7,0,0,4,0,7,4,0,28
4-Nov-16,0,0,8,0,0,9,0,9,0,0,26
5-Nov-16,3,0,3,0,0,9,0,5,1,0,21
6-Nov-16,0,0,0,0,0,6,0,12,3,0,21
7-Nov-16,0,0,2,0,0,4,0,5,0,0,11
8-Nov-16,0,0,0,0,0,1,0,8,0,0,9
9-Nov-16,3,0,0,0,3,0,0,11,7,0,24
10-Nov-16,1,0,0,0,9,0,0,5,4,1,20
11-Nov-16,0,0,0,0,4,0,0,2,5,2,13
12-Nov-16,0,0,0,0,11,0,0,7,9,6,33
13-Nov-16,3,3,2,0,9,0,0,0,1,0,18
14-Nov-16,3,0,1,0,6,0,0,3,6,2,21
15-Nov-16,3,4,4,0,3,0,0,4,8,8,34
16-Nov-16,0,0,0,0,6,0,0,0,0,1,7
17-Nov-16,3,0,2,0,9,0,0,4,1,1,20
18-Nov-16,0,0,0,0,9,0,0,1,1,6,17
19-Nov-16,0,0,5,0,9,0,0,3,3,0,20
20-Nov-16,0,0,0,0,9,0,0,0,0,0,9
21-Nov-16,0,0,0,0,9,0,0,3,7,4,23
22-Nov-16,0,0,2,0,6,0,0,0,0,0,8
23-Nov-16,0,0,1,0,3,0,0,5,3,4,16
24-Nov-16,1,0,6,0,13,0,0,4,6,9,39
25-Nov-16,3,0,0,0,2,0,0,13,10,11,39
26-Nov-16,3,0,0,0,8,5,0,5,3,0,24
27-Nov-16,2,0,0,0,6,6,0,4,1,0,19
28-Nov-16,0,0,3,0,0,12,0,3,1,4,23
29-Nov-16,5,4,12,0,11,15,0,9,5,3,64
30-Nov-16,4,3,8,0,7,11,0,9,8,9,59
1-Dec-16,1,3,8,0,9,11,0,10,6,1,49
2-Dec-16,1,3,9,0,3,11,0,8,11,0,46
3-Dec-16,0,0,4,0,9,6,0,6,3,0,28
4-Dec-16,0,0,0,0,12,12,0,10,8,0,42
5-Dec-16,6,5,10,0,0,12,0,11,6,0,50
6-Dec-16,1,6,4,0,0,10,0,7,8,0,36
7-Dec-16,3,3,14,0,14,17,0,12,12,0,75
8-Dec-16,8,6,10,5,7,12,5,12,8,0,73
9-Dec-16,0,0,6,7,3,12,12,13,12,0,65
10-Dec-16,3,2,12,8,12,11,13,7,12,0,80
11-Dec-16,0,0,12,11,11,10,9,11,12,0,76
12-Dec-16,3,1,6,13,1,12,12,10,9,0,67
13-Dec-16,1,0,12,10,3,9,10,8,4,0,57
14-Dec-16,0,0,5,9,9,12,14,8,12,0,69
15-Dec-16,0,0,2,1,1,11,8,6,7,0,36
16-Dec-16,1,0,0,0,0,3,10,5,6,0,25
17-Dec-16,2,0,3,6,0,12,11,3,4,0,41
18-Dec-16,3,0,1,9,0,9,10,6,3,0,41
19-Dec-16,3,3,8,7,0,6,9,6,4,0,46
20-Dec-16,0,0,0,9,0,11,12,12,12,0,56
21-Dec-16,0,0,0,5,0,6,11,12,6,0,40
22-Dec-16,0,0,0,4,0,7,6,10,8,0,35
23-Dec-16,0,0,6,7,0,12,12,12,10,0,59
24-Dec-16,2,0,3,9,0,9,8,9,9,0,49
25-Dec-16,2,0,9,10,0,12,12,9,9,0,63
26-Dec-16,1,0,6,4,0,12,12,10,11,0,56
27-Dec-16,0,0,3,2,0,3,6,1,2,0,17
28-Dec-16,0,0,0,3,0,5,9,9,8,0,34
29-Dec-16,0,0,0,1,0,8,9,7,9,0,34
30-Dec-16,0,0,0,0,0,4,0,5,1,0,10
31-Dec-16,0,0,0,3,0,6,6,6,3,0,24
1-Jan-17,0,0,0,0,0,4,4,8,4,0,20
2-Jan-17,0,0,0,1,0,9,15,7,12,0,44
3-Jan-17,0,0,0,0,0,1,5,0,3,0,9
4-Jan-17,0,0,0,0,0,0,8,3,7,0,18
5-Jan-17,0,0,0,0,0,0,0,0,3,0,3
6-Jan-17,0,0,0,0,0,1,4,0,5,0,10
7-Jan-17,0,0,0,0,0,1,3,0,0,0,4
8-Jan-17,0,0,0,0,0,0,1,0,0,0,1
9-Jan-17,0,0,0,0,0,0,2,0,0,0,2
10-Jan-17,1,0,0,0,0,0,0,0,3,0,4
11-Jan-17,0,0,0,0,0,1,1,0,0,0,2
12-Jan-17,4,0,0,0,0,3,4,3,0,0,14
13-Jan-17,0,0,0,0,0,0,2,0,0,0,2
14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
15-Jan-17,0,0,0,0,0,0,0,1,0,0,1
16-Jan-17,0,0,0,0,0,0,2,0,0,0,2
17-Jan-17,1,0,0,0,0,1,10,1,3,0,16
18-Jan-17,0,0,0,0,0,5,9,4,7,0,25
19-Jan-17,0,0,0,0,0,6,9,9,10,0,34
20-Jan-17,0,0,0,0,0,2,5,5,11,0,23
21-Jan-17,0,0,0,0,0,0,0,0,1,0,1
22-Jan-17,0,0,0,0,0,0,0,0,0,0,0
23-Jan-17,0,0,0,0,0,0,0,0,0,0,0
24-Jan-17,0,0,0,0,0,0,0,0,0,0,0
25-Jan-17,0,0,0,0,0,0,0,0,0,0,0
26-Jan-17,0,0,0,0,0,0,0,0,0,0,0
27-Jan-17,0,0,0,0,0,0,0,0,0,0,0
28-Jan-17,0,0,0,0,0,0,0,0,0,0,0
29-Jan-17,0,0,0,1,0,0,0,3,0,0,4
30-Jan-17,4,3,3,3,0,3,6,3,3,0,28
31-Jan-17,1,0,0,0,0,0,0,0,0,0,1
1-Feb-17,1,0,0,0,0,0,0,0,0,0,1
2-Feb-17,0,0,0,0,0,0,0,0,0,0,0
3-Feb-17,0,0,0,0,0,3,0,0,2,0,5
4-Feb-17,0,0,0,0,0,0,0,0,0,0,0
5-Feb-17,1,0,0,0,0,0,0,0,0,0,1
6-Feb-17,0,0,0,0,0,0,0,0,0,0,0
7-Feb-17,1,0,0,0,0,0,0,0,0,0,1
8-Feb-17,0,0,0,0,0,0,0,0,0,0,0
9-Feb-17,0,0,0,0,0,0,0,0,0,0,0
10-Feb-17,0,0,0,0,0,0,0,0,0,0,0
11-Feb-17,3,0,0,0,0,0,0,1,0,0,4
12-Feb-17,0,0,0,0,0,0,0,0,0,0,0
13-Feb-17,0,0,0,0,0,0,0,0,0,0,0
14-Feb-17,0,0,0,1,0,0,0,0,0,0,1
15-Feb-17,0,0,0,1,0,0,0,0,3,0,4
16-Feb-17,3,0,0,0,0,0,0,0,6,0,9
17-Feb-17,0,0,0,0,0,0,0,0,0,0,0
18-Feb-17,0,0,0,0,0,0,0,0,6,0,6
19-Feb-17,2,0,0,0,0,0,0,0,3,0,5
20-Feb-17,6,0,2,3,0,0,0,0,0,0,11
21-Feb-17,6,0,3,4,0,0,2,0,0,0,15
22-Feb-17,5,0,5,9,0,1,1,0,3,0,24
23-Feb-17,3,0,0,5,0,0,1,0,0,0,9
24-Feb-17,9,0,0,3,0,0,0,3,0,0,15
25-Feb-17,9,0,9,4,0,0,0,0,0,0,22
26-Feb-17,3,0,0,9,0,2,0,0,0,0,14
27-Feb-17,0,0,0,4,0,2,3,4,3,0,16
28-Feb-17,2,0,0,3,0,3,0,3,2,0,13
1-Mar-17,8,0,0,0,0,1,0,0,0,0,9
2-Mar-17,3,1,3,0,0,3,5,1,3,0,19
3-Mar-17,0,0,1,0,0,2,3,2,3,0,11
4-Mar-17,0,0,0,0,0,0,0,0,0,0,0
5-Mar-17,0,0,0,0,0,0,0,0,0,0,0
6-Mar-17,0,0,0,0,0,0,0,0,0,0,0
7-Mar-17,9,0,0,0,0,0,0,0,0,0,9
8-Mar-17,4,0,0,0,0,0,0,0,0,0,4
9-Mar-17,10,4,0,0,0,0,0,0,0,0,14
10-Mar-17,7,0,0,0,0,3,3,0,1,0,14
11-Mar-17,10,2,3,0,0,0,3,0,0,0,18
12-Mar-17,3,0,0,0,0,0,0,0,0,0,3
13-Mar-17,2,0,2,0,0,0,0,1,3,0,8
14-Mar-17,6,2,10,0,0,2,4,1,0,0,25
15-Mar-17,6,3,6,0,0,0,2,0,0,0,17
16-Mar-17,6,0,0,1,0,0,0,0,0,0,7
17-Mar-17,3,0,0,0,0,0,0,0,0,0,3
18-Mar-17,5,0,0,0,0,0,3,3,0,0,11
19-Mar-17,1,0,0,0,0,0,2,0,0,0,3
20-Mar-17,5,0,0,8,0,0,0,0,0,0,13
21-Mar-17,0,0,0,3,0,3,6,3,1,0,16
22-Mar-17,4,0,0,0,0,0,2,0,3,0,9
23-Mar-17,4,5,0,3,0,0,2,1,0,0,15
24-Mar-17,5,1,5,9,0,0,0,1,0,0,21
25-Mar-17,13,0,16,9,0,7,5,9,0,0,59
26-Mar-17,10,3,8,11,0,2,3,1,0,0,38
27-Mar-17,14,3,7,7,0,7,9,11,0,0,58
28-Mar-17,12,3,10,9,0,12,9,12,0,0,67
29-Mar-17,10,2,11,11,0,3,7,6,0,0,50
30-Mar-17,13,4,13,14,0,6,6,1,0,0,57
31-Mar-17,9,11,14,9,0,7,8,4,0,0,62
1-Apr-17,16,1,5,3,0,1,5,0,0,0,31
2-Apr-17,9,2,5,0,0,6,9,9,0,0,40
3-Apr-17,12,4,11,0,0,10,6,13,0,0,56
4-Apr-17,12,1,5,0,0,4,9,6,0,0,37
5-Apr-17,8,0,3,0,0,0,6,6,0,0,23
6-Apr-17,6,0,5,0,0,3,4,4,0,0,22
7-Apr-17,9,1,6,0,0,3,7,4,0,0,30
8-Apr-17,4,2,10,0,0,8,12,11,0,0,47
9-Apr-17,8,3,4,0,0,4,6,13,0,0,38
10-Apr-17,5,2,5,0,0,3,9,4,0,0,28
11-Apr-17,6,3,15,0,0,15,13,14,0,0,66
12-Apr-17,7,0,3,0,0,5,6,4,0,0,25
13-Apr-17,11,0,11,0,0,11,12,7,0,0,52
14-Apr-17,12,3,6,0,0,8,10,9,0,0,48
15-Apr-17,1,0,8,0,0,14,11,12,0,0,46
16-Apr-17,10,0,9,0,0,9,14,13,0,0,55
17-Apr-17,11,0,12,0,0,7,10,8,0,0,48
18-Apr-17,6,0,6,0,0,7,9,10,0,0,38
19-Apr-17,10,1,7,0,0,10,7,7,0,0,42
20-Apr-17,12,4,12,0,0,9,12,11,0,0,60
21-Apr-17,8,2,7,0,0,8,6,12,0,0,43
22-Apr-17,5,1,8,0,0,4,10,10,0,0,38
23-Apr-17,8,6,9,0,0,10,12,6,0,0,51
24-Apr-17,5,0,8,0,0,8,10,11,0,0,42
25-Apr-17,5,1,7,0,0,9,9,9,0,0,40
26-Apr-17,4,0,4,0,0,5,8,6,0,0,27
27-Apr-17,3,0,3,0,0,8,4,6,0,0,24
28-Apr-17,1,0,2,0,0,4,7,6,0,0,20
29-Apr-17,3,0,4,0,0,0,10,12,0,0,29
30-Apr-17,0,0,0,0,0,6,9,8,0,0,23
1-May-17,2,0,4,0,0,8,12,10,0,0,36
2-May-17,6,0,2,0,0,7,9,11,0,0,35
3-May-17,4,0,5,0,0,0,2,1,0,0,12
4-May-17,1,0,3,0,0,5,5,6,0,0,20
5-May-17,0,0,0,0,0,3,8,6,0,0,17
6-May-17,0,0,8,0,0,6,7,5,0,0,26
7-May-17,1,0,1,0,0,4,2,6,0,0,14
8-May-17,0,0,0,0,0,0,0,2,0,0,2
9-May-17,0,0,0,0,0,0,3,3,0,0,6
10-May-17,0,0,0,0,0,0,0,1,0,0,1
11-May-17,0,0,0,0,0,0,0,0,0,0,0
12-May-17,0,0,0,0,0,0,0,0,0,0,0
13-May-17,0,0,0,0,0,1,0,0,0,0,1
14-May-17,0,0,0,0,0,0,1,0,0,0,1
15-May-17,0,0,2,0,0,0,0,0,0,0,2
16-May-17,1,0,0,0,0,0,3,1,0,0,5
17-May-17,0,0,0,0,0,7,3,1,0,0,11
18-May-17,0,0,0,0,0,0,1,5,0,0,6
19-May-17,0,0,0,0,0,0,1,1,0,0,2
20-May-17,3,0,0,0,0,0,0,0,0,0,3
21-May-17,0,0,0,0,0,0,3,1,0,0,4
22-May-17,0,0,0,0,0,0,0,1,0,0,1
23-May-17,0,0,0,0,0,0,1,1,0,0,2
24-May-17,0,0,0,0,0,0,2,1,0,0,3
25-May-17,0,0,0,0,0,0,0,0,0,0,0
26-May-17,0,0,0,0,0,3,2,1,0,0,6
27-May-17,0,0,0,0,0,0,0,0,0,0,0
28-May-17,0,0,0,0,0,0,1,1,0,0,2
29-May-17,0,0,0,0,0,0,1,2,0,4,7
30-May-17,0,0,0,0,1,0,1,0,0,0,2
31-May-17,0,0,0,0,0,0,0,0,0,0,0
1-Jun-17,0,0,0,0,1,0,0,3,0,0,4
2-Jun-17,0,0,0,0,0,0,1,5,2,2,10
3-Jun-17,0,0,0,0,0,0,4,7,9,9,29
4-Jun-17,0,0,0,0,3,6,3,5,3,2,22
5-Jun-17,0,0,0,0,2,0,0,0,1,3,6
6-Jun-17,0,0,0,3,3,0,0,0,0,0,6
7-Jun-17,0,0,0,0,0,0,0,0,0,1,1
8-Jun-17,0,0,0,0,0,0,0,0,0,0,0
9-Jun-17,0,0,0,0,2,3,3,0,0,0,8
10-Jun-17,0,0,0,0,0,0,0,0,0,1,1
11-Jun-17,0,0,0,0,0,0,0,0,0,0,0
12-Jun-17,0,0,0,0,0,0,0,0,0,0,0
13-Jun-17,0,0,0,0,0,0,0,0,0,0,0
14-Jun-17,0,0,0,0,0,1,3,3,2,2,11
15-Jun-17,0,0,0,0,0,0,3,2,1,3,9
16-Jun-17,0,0,0,0,0,0,0,0,0,1,1
17-Jun-17,0,0,0,1,1,1,0,0,0,0,3
18-Jun-17,0,0,0,0,0,0,0,0,0,0,0
19-Jun-17,0,0,0,0,0,0,0,0,0,0,0
20-Jun-17,0,0,0,0,0,0,0,0,0,0,0
21-Jun-17,0,0,0,0,0,0,0,0,0,0,0
22-Jun-17,0,0,0,0,0,0,0,1,1,0,2
23-Jun-17,0,0,0,0,0,0,0,0,0,0,0
24-Jun-17,0,0,0,0,0,0,0,0,0,0,0
25-Jun-17,0,0,0,0,0,0,0,0,0,0,0
26-Jun-17,0,0,0,0,0,3,2,0,0,0,5
27-Jun-17,0,0,0,0,0,0,0,1,0,2,3
28-Jun-17,0,0,0,0,0,0,0,0,0,0,0
29-Jun-17,0,0,0,0,0,0,0,0,0,0,0
30-Jun-17,0,0,0,0,3,3,0,0,0,0,6
1-Jul-17,0,0,0,0,1,0,0,0,0,0,1
2-Jul-17,0,0,0,0,0,0,0,0,0,0,0
3-Jul-17,0,0,0,0,0,0,0,0,0,0,0
4-Jul-17,0,0,0,0,0,0,0,0,0,0,0
5-Jul-17,0,0,0,0,0,0,1,1,3,0,5
6-Jul-17,0,0,0,0,0,0,0,0,0,0,0
7-Jul-17,0,0,0,0,0,0,0,1,0,0,1
8-Jul-17,0,0,0,0,0,0,0,0,0,0,0
9-Jul-17,0,0,0,0,0,0,0,0,0,0,0
10-Jul-17,0,0,0,0,0,0,0,0,0,0,0
11-Jul-17,0,0,0,0,0,0,0,0,0,0,0
12-Jul-17,0,0,0,0,0,0,0,0,0,0,0
13-Jul-17,0,0,0,0,0,0,0,0,0,0,0
14-Jul-17,0,0,0,0,1,0,0,0,0,1,2
15-Jul-17,0,0,0,0,0,0,0,0,0,0,0
16-Jul-17,0,0,0,0,2,3,0,0,0,0,5
17-Jul-17,0,0,0,0,0,3,3,2,0,0,8
18-Jul-17,0,0,0,0,0,0,0,1,0,0,1
19-Jul-17,0,0,0,0,0,0,0,0,0,0,0
20-Jul-17,0,0,0,0,2,0,0,0,0,1,3
21-Jul-17,0,0,0,0,0,0,0,0,0,0,0
22-Jul-17,0,0,0,0,0,1,1,0,0,0,2
23-Jul-17,0,0,0,0,0,0,0,0,0,0,0
24-Jul-17,0,0,0,0,0,0,0,0,0,0,0
25-Jul-17,0,0,0,0,0,0,0,0,0,0,0
26-Jul-17,0,0,0,0,0,0,0,0,0,0,0
27-Jul-17,0,0,0,0,0,0,0,0,0,0,0
28-Jul-17,0,0,0,0,1,0,0,0,0,0,1
29-Jul-17,0,0,0,0,0,0,0,0,0,0,0
30-Jul-17,0,0,0,0,0,0,0,0,0,0,0
31-Jul-17,0,0,0,0,0,0,0,0,0,0,0
1-Aug-17,0,0,0,0,0,0,0,0,0,0,0
2-Aug-17,0,0,0,0,0,0,0,0,0,0,0
3-Aug-17,0,0,0,0,0,0,0,0,0,0,0
4-Aug-17,0,0,0,0,0,0,0,0,0,1,1
5-Aug-17,0,0,0,0,0,0,0,0,0,0,0
6-Aug-17,0,0,0,0,0,0,0,0,0,0,0
7-Aug-17,0,0,0,0,0,0,0,0,0,0,0
8-Aug-17,0,0,0,0,0,0,0,0,0,0,0
9-Aug-17,0,0,0,0,0,0,0,0,0,0,0
10-Aug-17,0,0,0,0,0,0,0,0,0,0,0
11-Aug-17,0,0,0,0,0,0,0,0,0,0,0
12-Aug-17,0,0,0,0,0,0,0,0,0,0,0
13-Aug-17,0,0,0,0,0,0,0,0,0,0,0
14-Aug-17,0,0,0,0,0,0,0,0,0,0,0
15-Aug-17,0,0,0,0,0,0,0,0,0,0,0
16-Aug-17,0,0,0,0,0,0,0,0,0,0,0
17-Aug-17,0,0,0,0,0,0,0,0,0,0,0
18-Aug-17,0,0,0,0,0,0,0,0,0,0,0
19-Aug-17,0,0,0,0,0,0,0,0,0,0,0
20-Aug-17,0,0,0,0,0,0,0,0,0,0,0
21-Aug-17,0,0,0,0,0,0,0,0,0,0,0
22-Aug-17,0,0,0,0,0,0,0,0,0,0,0
23-Aug-17,0,0,0,0,0,0,0,0,0,0,0
24-Aug-17,0,0,0,0,0,0,0,0,0,0,0
25-Aug-17,0,0,0,0,0,0,0,0,0,0,0
26-Aug-17,0,0,0,0,0,0,0,0,0,0,0
27-Aug-17,0,0,0,0,0,0,0,0,0,0,0
28-Aug-17,0,0,0,0,0,0,0,0,0,0,0
29-Aug-17,0,0,0,0,0,0,0,0,0,0,0
30-Aug-17,0,0,0,0,0,0,0,0,0,0,0
31-Aug-17,0,0,0,0,0,0,0,0,0,0,0
1-Sep-17,0,3,1,0,0,0,0,0,0,0,4
2-Sep-17,0,0,0,0,0,0,0,0,0,0,0
3-Sep-17,0,0,0,0,0,0,0,0,0,0,0
4-Sep-17,0,0,0,0,0,0,0,0,0,0,0
5-Sep-17,0,0,0,0,0,0,0,0,0,0,0
6-Sep-17,0,0,0,0,0,0,0,0,0,0,0
7-Sep-17,0,0,0,0,0,0,0,0,0,0,0
8-Sep-17,0,0,0,0,0,0,0,0,0,0,0
9-Sep-17,0,0,0,0,0,0,0,0,0,0,0
10-Sep-17,0,0,0,0,0,0,0,0,0,0,0
11-Sep-17,0,0,0,0,0,0,0,0,0,0,0
12-Sep-17,0,0,0,0,0,0,0,0,0,0,0
13-Sep-17,0,0,0,0,0,0,0,0,0,0,0
14-Sep-17,0,0,0,1,0,1,0,0,0,0,2
15-Sep-17,0,0,0,0,0,0,1,1,0,6,8
16-Sep-17,0,0,0,0,0,0,0,0,0,0,0
17-Sep-17,0,0,0,0,0,0,0,0,0,0,0
18-Sep-17,0,0,0,0,0,0,0,0,0,0,0
19-Sep-17,0,0,0,0,0,0,0,0,0,0,0
20-Sep-17,0,0,0,0,0,0,0,0,0,0,0
21-Sep-17,0,0,0,0,0,0,0,0,0,0,0
22-Sep-17,0,0,0,0,0,0,0,0,0,0,0
23-Sep-17,0,0,0,0,0,0,0,0,0,0,0
24-Sep-17,0,0,0,0,0,0,0,0,0,0,0
25-Sep-17,0,0,0,0,0,0,0,0,0,0,0
26-Sep-17,0,0,0,0,0,0,0,0,0,0,0
27-Sep-17,0,0,0,0,0,0,0,0,0,0,0
28-Sep-17,0,0,0,0,0,0,0,0,0,1,1
29-Sep-17,0,0,0,0,0,0,0,0,0,0,0
30-Sep-17,0,0,0,0,0,0,0,0,0,0,0
1-Oct-17,0,0,0,0,0,0,0,0,0,0,0
